Title,Link,Content,Label,,
"No! Zuckerberg did not post message on Facebook, WhatsApp, others ‘seven days’ shutdown",https://dubawa.org/no-zuckerberg-did-not-post-message-on-facebook-whatsapp-others-seven-days-shutdown/,"claim : facebook, instagram, whatsapp and messenger to shut down again for 7 days – mark zuckerberg",0,,
Taking shelter under metallic structures during rainstorm is risky but this message is not from NOA,https://dubawa.org/taking-shelter-under-metallic-structures-during-rainstorm-is-risky-but-this-message-is-not-from-noa/," a claim, alleged to have emanated from the national orientation agency, states that taking shelter under metallic structures and holding metallic objects during rainstorms is a risk to lives and property.",0,,
Recirculated Image of Police Impersonator not Kaduna Deputy Commissioner of Police as claimed,https://dubawa.org/recirculated-image-of-police-impersonator-not-kaduna-deputy-commissioner-of-police-as-claimed/, facebook users are circulating an image of a man wearing police camouflage with the claim that he is a kaduna state deputy commissioner of police who was arrested with kidnappers when he went to supply them firearms.,0,,
video captioned corpses of fulani bandits in northern nigeria ,https://dubawa.org/video-captioned-corpses-of-fulani-bandits-in-northern-nigeria-false/," a viral video showing several burnt bodies on whatsapp claims that the fulani bandits were struck, burnt and roasted by lightning from heaven while on their way to attack a christian community in northern nigeria.",0,,
Is salt a snake repellant?,https://dubawa.org/is-salt-a-snake-repellant/, a viral whatsapp message claims salt could work as a snake repellant and fire extinguisher.,1,,
Is Ahmad Lawan the single longest serving legislator at the National Assembly?,https://dubawa.org/is-ahmad-lawan-the-single-longest-serving-legislator-at-the-national-assembly/," lawyer and human rights activist chidi odinkalu, recently claimed that the senate president, sen. ahmad lawan, is the single longest-serving legislator at the national assembly since 1999.",0,,
Fani-Kayode shares unrelated photos to depict military onslaught on bandits in Zamfara,https://dubawa.org/fani-kayode-shares-unrelated-photos-to-depict-military-onslaught-on-bandits-in-zamfara/," former aviation minister, femi fani-kayode, recently shared some photos to celebrate what he claimed to be scenes of an onslaught on bandits in zamfara and other northern states by the nigerian army. ",0,,
claim dubai was built with $12bn infrastructure fund ,https://dubawa.org/claim-dubai-was-built-with-12bn-infrastructure-fund-false/, a facebook user claimed that dubai was built with a $12billion infrastructure fund. he also claimed that $2.4 billion was set up by president buhari as an infrastructure fund in nigeria.,0,,
Scam!!! NIMC not giving free data or money,https://dubawa.org/scam-nimc-not-giving-free-data-or-money/, a facebook user is spreading a claim on social media that the national identity management commission is giving out five gigabytes of data and ten thousand naira as part of an alleged “verification reward programme.” the programme is claimed to be for those who have been using a phone sim card for more than three months on any network.,0,,
Is the Nigerian government registering inmates for the upcoming election?,https://dubawa.org/is-the-nigerian-government-registering-inmates-for-the-upcoming-election/, a social media user claims the nigerian government has started the registration of all inmates in nigeria’s correctional facilities for the upcoming general election and all prisoners are compelled to register for id cards for the election including those on death row. ,0,,
"Assessing Nicki Minaj’s claim COVID-19 vaccine could cause impotence, swollen testicles",https://dubawa.org/assessing-nicki-minajs-claim-covid-19-vaccine-could-cause-impotence-swollen-testicles/," nicki minaj, an american-trinidadian rapper, recently made a post, via her twitter page, suggesting that covid-19 vaccine could cause impotence and swelling of the testicles.",0,,
Does eating watermelon seeds give nutrients to the body?,https://dubawa.org/does-eating-watermelon-seeds-give-nutrients-to-the-body/, people should eat watermelon with the seeds as it contains vital nutrients essential to the body.,1,,
Imo State University not renamed Muhammadu Buhari University,https://dubawa.org/imo-state-university-not-renamed-muhammadu-buhari-university/," a viral post on facebook claims that imo state university has been renamed muhammadu buhari university, owerri.",0,,
video depicting nigerian military onslaught on terrorists in zamfara ,https://dubawa.org/video-depicting-nigerian-military-onslaught-on-terrorists-in-zamfara-false/, a video showing several charred bodies is circulated with the claim that the nigerian military in zamfara killed several bandits and terrorists during the ongoing military operation in the state. ,0,,
this claim that abba kyari has been exonerated is ,https://dubawa.org/this-claim-that-abba-kyari-has-been-exonerated-is-false/," several facebook posts claim the suspended deputy police commissioner, abba kyari, has been exonerated and will soon assume his duties in the nigerian police force.",0,,
"is it  it costs only n2,600 to travel by train from lagos to kano?",https://dubawa.org/is-it-true-it-costs-only-n2600-to-travel-by-train-from-lagos-to-kano/," claim on the whatsapp platform of a reputable news organization is that it costs only n2,600 to travel by train from lagos to kano and “a little more” for the first class ticket for a journey of over 834 km.",1,,
Is typhoid fever caused by stress? Medical experts say NO,https://dubawa.org/is-typhoid-fever-caused-by-stress-medical-experts-say-no/, too much stress causes typhoid,0,,
", fg’s no-interest geep loan is legit",https://dubawa.org/true-fgs-no-interest-geep-loan-is-legit/, a whatsapp broadcast message claims that  a no-interest loan is being offered to vulnerable nigerians by government enterprise and empowerment programme (geep) 2.0 through the ministry of humanitarian and disaster management in collaboration with the national orientation agency.,1,,
The Nigeria Jubilee Fellows Programme is real but beware of phishing websites,https://dubawa.org/the-nigeria-jubilee-fellows-programme-is-real-but-beware-of-phishing-websites/, a whatsapp message with a shortened url link directs nigerians to apply for the federal government jubilee fellowship in 2021.,1,,
"NO! Tetfund is not giving university students ₦30,000 grants as claimed",https://dubawa.org/no-tetfund-is-not-giving-university-students-%e2%82%a630000-grants-as-claimed/," whatsapp message claims tetfund is giving ₦30,000 grants to tertiary students",0,,
"Photo showing President Weah and Ghanaian Actress Jackie Appiah, Doctored!",https://dubawa.org/photo-showing-president-weah-and-ghanaian-actress-jackie-appiah-doctored/," facebook user, matina konateh, in a post shows a photo of president george weah hand-in-hand with ghanaian actress jackie appiah.",0,,
"No evidence mixing kola nut, lime, ginger, others cures menstrual problems",https://dubawa.org/no-evidence-mixing-kola-nut-lime-ginger-others-cures-menstrual-problems/," a facebook blogger claims the use of four pieces of kola nut, mixed with ginger, garlic and lime water when left to ferment for two days can resolve menstrual problems. ",0,,
Does Kano have the highest women inclusion in governance as Ganduje claims?,https://dubawa.org/does-kano-have-the-highest-women-inclusion-in-governance-as-ganduje-claims/," during the official commissioning of the office of the first lady of kano state, an official statement posted on the official facebook page of the kano state governor claims that there are more women inclusion in governance in kano state than any other state in the country. ",0,,
"No! United Nations Economic Commission for Africa not giving $25,000 grant for innovative ideas",https://dubawa.org/no-united-nations-economic-commission-for-africa-not-giving-25000-grant-for-innovative-ideas/," the united nations economic commission for africa is issuing a $25,000 grant to africans with innovative ideas has gone viral.",0,,
"expressway, other projects credited to ousted guinean president alpha conde ",https://dubawa.org/expressway-other-projects-credited-to-ousted-guinean-president-alpha-conde-false/, a viral facebook message has been crediting ousted guinea president alpha conde for some infrastructural development in guinea with photos of an expressway and a couple of buildings captioning it “see what alpha conde did for guinea.”,0,,
Scam! Glo is not giving out 20GB data to Customers as 18th Anniversary Celebration Gifts!,https://dubawa.org/scam-glo-is-not-giving-out-20gb-data-to-customers-as-18th-anniversary-celebration-gifts/, a whatsapp message claims  that globacom limited (glo) is giving out 20gb of data valid for 30 days without any recharge  to all its customers in celebration of its 18th anniversary.,0,,
"Decoration plant, Dieffenbachia, is dangerous but not lethal",https://dubawa.org/decoration-plant-dieffenbachia-is-dangerous-but-not-lethal/, a post that has been forwarded many times on whatsapp claims a houseplant is toxic and has killed a child.,0,,
", urine left in bladder may cause infections",https://dubawa.org/true-urine-left-in-bladder-may-cause-infections/," urine left for long in the bladder can cause kidney infection, urinary tract infection, and other infections. ",1,,
